files,text,dacy_large,lang
BREV_B1890-1905ht_B18920705JH,"I forrige uge havde jeg den glæde at erholde tilsendt exemplarer af «Kejser og Galilæer» i nyt oplag og takker Dem hjerteligst for det smukke udstyr af samme. Det er mig naturligvis altid en stor tilfredsstillelse at erfare at der tiltrænges nye udgaver af mine bøger og denne tilfredsstillelse har De i den senere tid gentagne gange forskaffet mig. Også herfor beder jeg Dem være forvisset om at jeg føler mig Dem varmt takskyldig. –Der er for tiden en hel del uro og gæring i de politiske kredse heroppe. Partibladene overbyder hverandre gensidig i skældsord og beskyldninger. Der holdes taler, folketog og fanetog og andre demonstrationer foranstaltes. Idag skal et stort hyldningstog fra højres parti afgå til slottet for at hilse på kongen. Højrepartiet er her i byen i aldeles afgjort flertal. Jeg antager derfor at toget idag vil, efter de herværende forholde, blive særdeles storartet, og det så meget mere som venstretoget til statsminister Steen i søndags langt overgik mine forventninger med hensyn til talrigheden af deltagere. For mig er det af interesse at iagttage alt dette på nært hold. Men personlig blander jeg mig ikke ind i stridighederne; sådant vilde være min natur imod. Og dette respekteres heroppe for mit vedkommende. Siden min tilbagekomst ifjor er jeg i den lykkelige stilling at vide med mig selv og daglig erfare at jeg har både højrepartiet og venstrepartiet for mig.Med uforstyrret sindsro kan jeg derfor arbejde på mit nye skuespil, og det gør jeg også daglig. Ud af byen kommer jeg derfor næppe isommer. Men luften her forekommer mig sund og styrkende. Jeg har i hvert fald ikke på lange tider følt et sådant velbefindende som heroppe.Men jeg tør vel ikke længere lægge beslag på Deres tid, – især nu, da De er alene om alle de mange forretninger. Jeg vil derfor indskrænke mig til at bede Dem om godhedsfuldt at ville sende mig 1200 kroner når tid og lejlighed gives. Så særdeles haster det jo ikke.Med de bedste hilsener til Dem selv og til Deres kære huslige kreds tegner jeg mig",['Steen'],da
BREV_B1890-1905ht_B18920721CBr,"Som svar på Deres ærede forespørgsel skal jeg herved meddele at jeg for mit personlige vedkommende intet har imod at De udgiver en oversættelse af det omskrevne franske værk. Da der imidlertid som tillægsartikel til handelstraktaten mellem Frankrige og Norge er vedtaget en literær konvention, vil det være nødvendigt at De på forhånd indhenter Mr: Ehrhard’s eller eventuelt hans forlæggers samtykke.","['Mr: Ehrhard', '’', 's']",da
BREV_B1890-1905ht_B18920821NN_Dr_HI,"Dr: Henrik Ibsen beklager, herved at måtte meddele at han af principielle grunde lige så lidt kan opfylde Deres som de mange andre lignende anmodninger, der i den senere tid er indløbne angående det samme anliggende.",['Henrik Ibsen'],da
BREV_B1890-1905ht_B18920831RS,"Jeg takker for Deres venlige henvendelse. Herr 
Varnhagens forespørgsel har jeg direkte besvaret. Af tyske oversættere har jeg desværre langt flere end jeg ønsker. – Professor Hoffory opholder sig for tiden ved kuranstalten Kreischa i Sachsen. Desværre må han befrygtes at være uhelbredelig. På min hustrus vegne har jeg at aflægge en skyldig taksigelse for den senest tilsendte bog. Undskyld telegramstilen! Al min tid er optagen af et nyt dramatisk arbejde.","['Herr \n', 'Varnhagens', 'Hoffory']",da
BREV_B1890-1905ht_B18921004JH,"Jeg vil ikke undlade med et par ord at meddele Dem at mit nye stykke fuldførtes den 20. September og at jeg siden den tid har været og fremdeles er beskæftiget med renskriften. 
Manuskriptet vil komme Dem ihænde snarest mulig, antagelig lidt efter midten af denne måned. Det er mit håb at vi begge vil få fornøjelse af dette arbejde.Derhos tillader jeg mig at anmode Dem om godhedsfuld tilsendelse af 1200 kroner.

Min søn skal nu om nogle dage gifte sig med frøken Bjørnson. Da imidlertid det for ham bestemte embede ikke kan tiltrædes før til sommeren, så har jeg lovet i mellemtiden at forstrække ham med et beløb af indtil 3000 kroner, hvilken sum jeg beder om at han for min regning efterhånden må få lov til at hæve hos Dem.
Jeg arbejder nu uafladelig på manuskriptet og må derfor idag indskrænke mig til disse få linjer.Med hjertelige hilsener til Dem og Deres kære tegner jeg mig",['frøken Bjørnson'],da
BREV_B1890-1905ht_B18921030AuLa,"Når De modtager disse linjer er forhåbentlig manuskriptet til mit nye stykke velbeholden kommet i Deres hænder. Jeg havde håbet at kunne levere det noget tidligere; men det viste sig at være umuligt. Korrekturark bedes godhedsfuldt tilsendt Mr: Heinemann eller Ed: Gosse i London, Mr le Comte 
M. Prozor, Ministère des Affaires Etrangères, Petersburg og min søn, der skal besørge den tyske udgave, under adresse: Lillehammer, Norge. Trykningsarbejdet kan for mit vedkommende sættes i værk nårsomhelst, og beder jeg at fremgangsmåden i enhver henseende må blive som forhen. Jeg tænker her nærmest på 
hemmeligholdelse af titel og indhold.Jeg er glad over at jeg nu endelig lykkelig og vel har dette store arbejde fra hånden. Det føles som en befrielse. Men det efterlader dog et savn og en tomhed alligevel.I den nærmeste fremtid kommer vi vel oftere til at veksle nogle ord med hinanden, eller, rettere sagt, jeg til at ulejlige Dem med et og andet. Idag véd jeg ikke noget særligt af den slags.

Herr Hegel har jeg allerede tidligere underrettet om at manuskriptet snart vilde komme, så jeg antager ikke at nogen yderligere direkte meddelelse fra mig behøves.Med en ærbødig hilsen til 
Deres ærede frue og en hjertelig tak til Dem for godt venskab tegner jeg migP. s. Undskyld den forkærte benyttelse af brevpapiret, som jeg først nu opdager!","['Mr: Heinemann', 'Ed: Gosse', 'Mr le Comte \n', 'M. Prozor', 'Herr Hegel']",da
BREV_B1890-1905ht_B18921101JE,"Nu er netop manuskriptet til mit nye skuespil tilsendt den Gyldendalske boghandel og jeg kan derfor besvare Deres venlige brev af 19. September, som jeg hjerteligst takker Dem for.
Den tyske oversættelse af stykket vil blive foretaget hersteds under mit eget tilsyn og vil kunne blive sendt successive til herr Fischer såfremt han indgår på herfor at betale et honorar af 600 Mark, der tilstilles mig så snart bogen foreligger færdig til udgivelse.Opførelsesretten skal udelukkende tilhøre mig; og herr Fischer skal tilstille Felix Bloch Erben, Berlin, 25 exemplarer af bogen straks ved udkomsten og uden vederlag. Ligeledes betinger jeg mig selv 20 friexemplarer, der afleveres hersteds.

Derhos giver herr Fischer sit samtykke til at jeg lader min autoriserede oversættelse udkomme også hos Philipp Reclam i Leipzig i hans «Universalbibliothek».
Med fru v. Borch og hendes moder som oversætterinder ønsker jeg af forskellige vægtige grunde ikke at indlade mig. Fru Zinck har tilskrevet mig at hun tænker på at oversætte mine «Digte» for herr Fischer. Dette forehavende beder jeg ham herved i venlighed om at opgive da det aldeles strider imod mine intentioner.Kære ven, tør jeg bede Dem om i et og alt at være min repræsentant i disse anliggender og på bedste måde at varetage mine interesser? –Jeg befinder mig i enhver henseende vel heroppe, hvor jeg har indrettet mig en smuk og bekvem bolig efter min egen smag. Men mine tanker dvæler stadig og trofast og med glæde ved erindringerne fra Tyskland og ved mine kære venner dersteds. Det er ikke umuligt at jeg til næste år foretager en rejse sydover og at vi da kunde mødes igen. – Fra Hoffory modtager jeg ofte ret sørgelige vidnesbyrd om hans tilstand. Han sender mig jævnlig gamle, betalte hotelregninger, private breve og lignende sager uden angivelse af, hvad jeg skal gøre med dem.
Den omskrevne autograf skal jeg engang sende Dem, hvis De ikke skulde ville benytte dette brev som sådan. Idag må jeg indskrænke mig til at bede Dem bringe 
Deres ærede frue og alle vennerne forøvrigt mine hjerteligste hilsener!","['herr Fischer', 'Fischer', 'Felix Bloch Erben', 'Fischer', 'Philipp Reclam', 'v.\xa0', 'Zinck', 'herr Fischer']",da
BREV_B1890-1905ht_B18921107JE,"Jeg takker Dem hjerteligst for Deres venlige brev, som jeg igår havde den fornøjelse at modtage, men ser deraf at herr Fischer og jeg endnu ikke er komne til enighed i et for mig meget vigtigt punkt, nemlig angående 
herr Reclams ret til at trykke min autoriserede oversættelse så snart denne hos herr Fischer er udkommet i boghandelen. På anden måde kan jeg nemlig ikke beskytte mig imod konkurrence ligeoverfor teatrene og må derfor fastholde denne min fordring da jeg i modsat fald vilde kunne risikere at tabe meget mere, end de 600 Mark, som jeg erholder af herr Fischer. I literær henseende er det mig desuden magtpåliggende at forhindre at herr Reclam på egen hånd foranstalter en forhastet og af mig ukontrolleret oversættelse af mit arbejde. Herr Fischers udgave kommer jo dog først i boghandelen. Men nogen bestemt tidsfrist kan jeg ikke tilsikkre ham.
Denne sag må snarest muligt bringes på det rene mellem herr Fischer og mig, da, forinden sådant er sket, ingen tilsendelse af manuskript vil finde sted.For Deres godhedsfulde tilbud om eventuelt at ville besørge korrekturlæsningen er jeg Dem særdeles taknemmelig og forbunden.

Felix Bloch Erben tilkommer det at underhandle med teatrene om mit nye stykke og jeg tviler ikke på at de vil være tilgængelige for et godt råd fra mine venner.
Deres videnskabelige tidsskrift skal jeg gennem min søn med fornøjelse besørge anmeldt, hvis De til dette brug vil sende mig et heftet exemplar af værket. Irgens Hansen er for tiden teaterdirektør i Bergen.Med mange hilsener tegner jeg mig","['Fischer', 'Reclams', 'Fischer', 'Fischer', 'Reclam', 'Herr Fischers', 'herr Fischer', 'Felix Bloch Erben', 'Irgens Hansen']",da
BREV_B1890-1905ht_B18921110JH,"Jeg tror næsten at der er opstået en liden, gensidig misforståelse imellem os, som jeg synes det er bedst at få opklaret jo før jo heller.Når jeg denne gang sendte Dem mit manuskript uden at ledsage det med nogen følgeskrivelse, så var grunden den at jeg kort i forvejen skriftlig havde bebudet dets snarlige fremkomst og ikke egentlig havde noget yderligere at tilføje. Det var alligevel min hensigt at skrive Dem til så snart jeg havde modtaget den vanlige telegrafiske meddelelse om manuskriptets rigtige fremkomst. Og De har på Deres side, som jeg nu kan forstå, ventet med at telegrafere i den forudsætning at en ny skrivelse fra mig angående stykket snart vilde indløbe. Enhver af os har således ventet på nærmere underretning fra den anden.Jeg håber at De ved gennemlæsning af manuskriptet har fået det indtryk at Kristiania har vist sig at være et godt arbejdssted for mig. Ved det kgl. teater vil stykket udmærket godt kunne besættes. Og heldigt er det jo med hensyn til visse samtidige begivenheder i København at det ikke ender med noget selvmord. Om det privat forretningsmæssige såsom tilsendelse af korrekturarkene til mine udenlandske oversættere og lignende har jeg, som jeg plejer, tilskrevet fuldmægtig Larsen og hører idag fra London at denne for mig så vigtige sag er i fuld gang. For den hurtighed, hvormed altså trykningen foregår i København beder jeg Dem modtage min bedste taksigelse. –
For tyve år siden, da 6. oplag af «Brand» skulde udgives, opholdt vi og Falsens os i Dresden. Jeg drømte ikke dengang om at jeg nogensinde skulde opleve et 
12. oplag af digtet og jeg lovede Dorothea at hvis så skede så skulde hun få halvparten af honoraret. Nu er det sket; hun er ankommen hertil og gør, ligesom Hilde i mit nye stykke, fordring på at jeg skal indfri mit givne løfte. Tør jeg derfor bede Dem om den store godhed at ville sende det hende tilfaldende beløb til hende selv direkte? Altså ikke gennem mig.Ligeledes tillader jeg mig at bede mig selv tilsendt 1600 kroner. Hermed har det imidlertid ingen særlig hast. For det under 6. Oktober tilsendte beløb, 1200 kroner takkes forbindtligst.Med de hjerteligste hilsener til Dem og Deres kære tegner jeg mig","['Larsen', 'Falsens', 'Dorothea', 'Hilde']",da
BREV_B1890-1905ht_B18921114MP,"Jeg håber at korrekturarkene af mit nye skuespil regelmæssig kommer Dem i hænde fra København og at Deres franske oversættelse skrider fremad i samme forhold. Det vilde dog være mig en beroligelse om De godhedsfuldt vilde holde Deres manuskript tilbage indtil De kan sende Mr: Savine det hele til trykning på engang. Det hænder nemlig ofte at en eller anden replik først finder sin hele, fulde forståelse når oversætteren kender hele værket. Navnlig er der her et ord, som jeg tillader mig at gøre opmærksom på. Det er ordet «bygmester». Dette må ikke oversættes som om der stod «arkitekt». I 2den akt skelnes der nemlig udtrykkelig mellem disse to betegnelser, arkitekt og bygmester. –For de under 9. September tilsendte 180 kroner 38 øre aflægger jeg herved min forbindtligste tak og beder godhedsfuldt undskyldt at jeg ikke tidligere har efterkommet denne min skyldighed.Med en ærbødig kompliment til 
fru grevinden og med hjertelige hilsninger til herr greven tegner jeg mig",['Mr: Savine'],da
BREV_B1890-1905ht_B18921118JE,"Af mit telegram igår vil De have erfaret at den første manuskriptsending vil komme til Berlin, direkte til herr Fischer, om nogle ganske få dage. Dette er en større sending, omfattende det meste af den første lange akt. De to følgende akter vil da brudstykkevis blive sendt med korte mellemrum. Da det muligens kunde interessere Dem ved korrekturlæsningen at have originaltexten ved hånden, giver jeg idag ordre til Gyldendalske boghandel at sende Dem de første, færdige ark. De øvrige skal da sukcessive følge efter. Jeg beder Dem være af den store godhed nøje at agte på at sætteren ikke begår nogen fejl ved navnene over replikkerne og ligeledes at intet overspringes i texten.
Konfidentielt vil jeg betro Dem, og kun Dem alene, at stykket heder: Bygmester Solness efter hovedpersonen. Det er i tre akter. Men hverken titelblad eller personliste må trykkes forinden manuskript til samme indløber. Dette vil ske samtidigt med den sidste manuskriptsending.Det glæder mig meget at sagen med herr Reclam allerede er bragt i orden og forhåbentlig til alle parters tilfredshed.Med hjertelige hilsener tegner jeg mig","['Fischer', 'Bygmester Solness', 'herr Reclam']",da
BREV_B1890-1905ht_B18921118JH,"Det glæder mig særdeles meget af Deres venlige brev at erfare at 
mit nye skuespil ved læsningen har interesseret og tiltalt Dem. Jeg håber også at det vil slå godt an hos publikum og finde en stor læsekreds.For de tilbudte honorarbetingelser beder jeg Dem modtage min bedste tak.Ligeledes takker jeg forbindtligst for de tilsendte 1600 kroner samt for det 
fru Falsen tilstillede beløb.Med hjertelige hilsener tegner jeg mig",['Falsen'],da
BREV_B1890-1905ht_B18921203JE,"I besiddelse af Deres to venlige breve af 22de og 30te f. m. undlader jeg ikke herved at bemærke at der nu ikke længer er noget i vejen for at meddele herr Fischer mit nye stykkes titel. Titelbladet og personlisten må dog ikke trykkes forinden konceptet dertil er kommet Dem i hænde.Det er min søn, som besørger oversættelsen. Han bor ikke her i byen, men konfererer stadig med mig og holder mig à jour med arbejdets fremadskriden. Om få dage håber jeg at det hele vil være færdigt og afsendt. Trykarkene fra København indløber forhåbentlig regelmæssigt til Dem.Særdeles kært er det mig at erfare at De deler min opfatning, at Lessingtheater egner sig bedst til opførelse af dette mit nye skuespil i Berlin.Med hjertelig tak for al Deres gode hjælp og med de bedste hilsener tegner jeg mig",['Fischer'],da
