,source,target
497,Dr: Bergsøe,Professor Molbech
497,Dr: Bergsøe,Erik Bøgh
497,Dr: Bergsøe,G: Brandes
499,J: Løkkes,Dahl
499,J: Løkkes,Bjørnson
500,Dahl,J: Løkkes
500,Dahl,Bjørnson
500,Dahl,Lund
500,Dahl,Haggenmiller
500,Dahl,Grønvold
500,Dahl,Hermann
500,Dahl,Jerichau
500,Dahl,Lies
500,Dahl,Paulsen
501,M: Bruun,Bjørnson
501,M: Bruun,P: Heise
501,M: Bruun,Simonsen
501,M: Bruun,Khediven
501,M: Bruun,Maries
501,M: Bruun,Thomas
502,P: Heise,Bjørnson
502,P: Heise,M: Bruun
503,Gundersens,Isachsen
503,Gundersens,Bjørnson
